length
71
25
71
63
71
30
68
63
84
71
71
10
71
71
71
5
71
62
3
9
71
71
71
88
5
63
29
9
2
2
67
71
71
71
71
71
95
71
59
71
88
19
9
19
34
15
88
71
68
16
1
67
71
80
71
15
13
64
8
69
71
91
71
71
58
93
69
83
25
71
71
66
9
38
71
71
10
34
53
18
71
29
99
74
36
71
83
71
30
71
35
85
11
70
1
60
7
7
72
17
79
71
58
7
14
3
71
20
91
2
38
71
31
40
47
23
10
47
71
22
25
11
9
23
39
1
11
23
5
71
65
26
5
64
18
10
33
7
2
52
24
22
36
17
6
63
2
7
58
27
93
1
50
12
21
18
73
28
71
55
29
36
71
24
62
69
71
63
87
50
47
19
71
79
71
71
71
85
71
49
78
49
38
18
71
71
71
63
71
71
71
71
45
26
20
71
18
71
71
66
67
71
15
50
50
5
56
37
52
62
74
95
95
24
67
71
46
25
6
71
52
53
23
23
62
48
21
63
4
48
71
71
71
32
28
11
70
53
29
20
12
71
4
8
5
2
71
8
18
1
1
13
66
30
29
36
55
28
18
2
3
76
49
1
1
11
62
41
57
35
66
25
33
71
5
9
28
71
75
61
68
71
34
71
71
1
63
1
71
71
27
71
71
31
61
85
2
72
11
45
71
71
24
2
71
71
60
71
71
71
8
40
18
13
71
1
62
71
71
63
68
71
40
56
71
67
56
71
71
71
5
18
48
69
2
71
17
71
71
86
20
71
37
41
42
64
84
64
71
20
19
48
24
42
71
26
67
71
71
51
71
70
71
71
22
52
12
32
23
8
62
71
63
71
71
71
70
71
3
71
56
71
5
39
67
71
71
71
71
71
36
51
71
71
10
20
3
71
71
21
71
59
16
31
81
6
6
64
71
3
2
30
6
56
34
1
36
91
71
71
71
71
71
71
68
17
21
20
62
12
38
38
71
1
34
10
71
8
1
71
24
37
14
71
13
71
20
71
71
51
20
71
92
71
61
71
5
7
93
71
71
71
54
71
31
32
61
48
5
49
71
37
71
71
39
18
49
30
7
23
71
71
65
39
51
24
47
16
71
67
41
71
71
53
71
71
71
93
25
4
64
7
71
23
14
19
34
71
8
34
71
25
16
5
23
4
36
2
60
59
38
17
37
71
69
60
74
5
71
71
68
71
71
51
38
71
71
64
25
97
63
10
52
70
71
37
8
71
66
25
40
8
71
71
23
71
71
71
66
31
14
71
34
59
41
8
71
71
23
71
71
15
14
58
17
68
71
6
15
87
88
71
10
71
41
4
63
21
71
33
15
42
59
71
19
35
71
71
20
10
14
8
36
71
23
71
16
1
71
31
74
55
71
7
16
71
10
60
5
7
15
31
7
71
71
18
71
36
71
68
65
43
71
71
42
7
26
71
28
3
13
71
71
21
10
71
31
71
64
80
6
51
85
60
82
19
60
59
22
11
30
34
23
41
13
58
62
17
1
56
71
49
33
63
29
14
71
38
75
70
14
71
71
53
3
4
35
11
71
43
28
69
67
60
19
28
71
71
41
12
71
57
76
17
71
43
3
10
71
35
1
27
15
26
71
64
40
23
31
1
17
7
71
6
41
66
32
36
45
42
92
71
14
43
71
2
17
59
71
6
7
30
71
29
59
59
71
12
71
9
81
19
7
57
30
8
71
57
71
45
6
5
7
14
4
26
62
7
60
17
42
71
71
71
4
59
12
53
65
71
71
30
25
71
54
10
61
3
6
71
71
37
23
23
10
2
34
71
24
71
25
15
8
33
55
38
38
16
13
67
71
12
3
71
39
21
89
14
19
29
35
71
59
39
25
23
44
63
28
8
67
4
4
9
3
71
70
17
3
71
65
15
13
43
71
90
35
68
68
71
71
27
27
26
6
69
81
71
17
5
68
24
59
71
71
29
18
25
41
71
25
71
28
71
71
71
71
25
71
71
71
56
41
68
60
26
15
71
91
8
23
71
37
71
71
71
12
61
28
71
69
71
71
71
71
71
71
20
9
33
53
71
73
71
71
71
70
10
25
77
27
71
1
32
5
1
41
8
16
1
34
4
18
28
30
71
18
20
22
24
76
2
19
31
71
11
17
13
71
37
17
6
62
59
11
25
71
21
15
58
53
23
5
15
35
17
13
23
1
2
53
8
31
2
4
2
32
24
3
12
35
7
17
8
15
39
9
40
57
58
2
1
2
49
13
10
41
4
28
28
70
1
6
20
15
16
10
0
17
31
94
11
10
27
22
2
2
54
5
9
27
3
2
51
17
6
71
44
43
26
71
18
71
71
5
22
59
1
71
71
61
30
47
71
38
71
71
24
31
34
71
36
71
10
71
25
5
12
10
91
32
63
53
53
25
69
66
67
71
13
6
1
1
3
3
2
1
1
4
71
49
22
19
71
78
16
14
46
20
19
34
6
9
2
71
71
71
34
4
25
8
71
35
28
71
27
34
18
49
1
1
67
67
71
30
80
70
71
69
71
71
10
1
1
1
1
4
1
5
12
5
7
1
2
1
3
1
72
96
71
71
7
15
71
71
2
0
2
1
1
1
1
1
1
1
1
1
62
91
16
3
71
41
71
71
2
28
71
36
71
71
71
24
49
71
71
10
71
71
71
58
19
10
41
11
71
7
8
1
5
11
71
71
38
71
71
82
65
71
21
1
1
1
10
4
3
10
32
37
30
71
71
9
75
4
74
24
71
58
12
1
31
3
36
71
65
39
32
2
69
5
73
71
64
71
4
71
6
10
2
1
1
3
12
4
5
71
58
71
71
71
68
74
71
79
77
25
2
27
9
71
63
71
71
71
1
1
2
1
2
5
1
4
24
16
71
71
71
4
71
18
71
71
80
70
71
2
2
1
1
1
71
71
45
71
71
71
18
17
3
71
71
77
3
30
16
2
7
71
39
7
9
3
22
13
58
13
71
71
71
70
84
71
71
73
71
67
71
71
8
71
16
71
2
3
5
71
38
18
53
73
71
25
50
65
91
26
20
71
61
11
30
14
70
71
71
19
26
3
3
2
71
29
87
41
14
25
46
2
1
3
2
11
3
6
5
1
2
6
71
63
19
3
2
77
71
71
13
1
8
51
71
71
56
79
71
36
59
9
4
6
12
18
5
70
1
70
71
24
93
71
71
71
71
23
33
25
0
2
7
71
71
31
10
43
28
71
79
4
5
3
65
71
3
10
71
72
60
71
98
71
92
26
75
35
71
73
71
36
45
71
71
34
70
71
71
71
46
48
57
20
83
59
50
6
15
71
4
16
71
71
72
71
71
71
71
71
10
13
71
71
34
7
71
71
71
71
30
70
71
71
80
20
20
3
3
3
71
91
71
33
38
71
71
70
85
71
25
8
63
76
60
11
71
71
71
52
71
1
5
3
2
6
16
50
41
27
13
52
69
71
10
77
8
8
13
14
71
71
71
71
6
27
71
60
40
71
71
3
61
71
22
41
71
31
40
71
71
71
71
15
18
71
71
69
39
14
71
71
71
70
71
71
23
7
23
50
10
12
71
71
18
37
9
58
54
11
2
21
71
40
64
1
71
74
8
13
5
29
16
16
71
61
34
57
71
92
71
71
71
71
65
71
44
61
61
65
65
18
71
30
39
60
71
71
34
3
19
3
6
62
54
2
71
46
21
8
6
8
20
17
3
37
71
71
30
71
34
71
71
82
9
71
71
65
71
71
67
28
71
69
32
71
71
27
13
0
0
57
12
71
63
71
3
20
71
71
67
61
7
71
12
12
2
71
99
71
71
71
6
3
28
71
53
70
71
71
71
89
71
71
4
23
21
90
71
49
20
14
16
71
52
5
57
73
12
48
35
36
71
71
71
70
71
61
71
18
71
10
6
1
12
52
61
2
50
25
1
2
16
66
96
71
71
47
71
71
5
16
2
71
71
88
29
34
73
66
71
71
2
93
71
71
71
71
65
59
71
31
1
71
4
3
70
71
47
27
97
23
71
81
53
80
38
20
51
71
71
9
71
71
71
28
71
71
17
1
3
71
5
76
83
57
33
10
63
57
71
23
67
61
71
64
3
18
51
52
71
65
71
71
17
66
39
77
1
7
79
71
71
61
10
71
96
71
71
13
71
71
71
16
71
71
71
25
65
36
71
71
19
27
71
20
77
52
71
17
71
71
71
90
71
71
67
51
38
33
42
71
6
56
1
7
71
2
74
46
1
23
71
68
71
71
99
71
11
65
60
71
71
71
47
5
3
2
5
71
94
71
66
71
21
21
4
18
71
71
71
71
4
71
10
70
18
71
71
71
35
71
67
71
63
2
23
72
63
67
23
21
71
91
71
57
1
46
34
23
71
62
8
23
71
71
71
71
71
71
71
71
41
71
71
2
24
71
61
71
30
71
86
85
71
14
1
7
52
71
73
71
29
26
3
5
2
5
1
4
54
71
71
69
27
6
61
71
71
21
71
34
13
13
34
31
71
71
71
71
11
85
88
71
71
18
2
20
29
71
71
71
71
71
71
71
71
15
71
71
10
73
96
71
71
27
80
30
19
14
61
71
71
71
66
5
71
17
71
7
71
71
71
21
71
69
41
17
60
74
71
20
34
71
73
63
36
15
71
68
21
18
6
16
7
16
22
10
6
50
5
71
71
49
16
8
41
71
21
71
71
29
71
53
71
71
5
14
11
71
68
28
71
71
42
71
84
71
71
71
71
71
16
3
1
16
1
12
4
71
71
89
71
75
16
71
48
71
15
1
71
80
10
7
6
4
73
71
71
68
29
23
1
35
71
71
71
71
70
11
21
39
71
71
5
71
71
22
71
66
1
17
3
29
70
78
71
71
61
7
74
31
47
24
24
71
71
71
71
71
62
71
92
25
71
1
80
5
17
3
62
71
71
27
30
44
60
12
44
5
14
35
26
71
71
71
77
6
20
27
2
71
4
4
71
71
65
55
36
23
48
56
39
71
71
9
35
2
71
71
71
30
71
71
70
26
71
89
2
71
71
71
65
71
32
71
32
71
71
11
30
94
28
72
60
20
4
71
67
71
46
71
34
26
58
70
57
6
3
67
17
9
10
6
71
45
71
11
34
15
33
71
54
71
16
71
7
34
71
2
80
71
61
71
29
53
68
4
1
19
31
6
2
31
71
71
69
17
71
38
15
71
71
72
71
71
14
25
2
59
35
12
6
71
6
5
71
51
59
65
4
71
1
50
4
5
64
70
21
71
1
43
71
3
9
46
67
69
7
71
16
57
71
56
59
4
1
16
71
48
7
16
68
6
8
68
17
71
6
71
71
10
32
6
58
21
71
50
15
16
26
71
27
71
7
71
8
73
71
1
1
71
42
71
25
13
6
71
65
35
71
45
2
18
58
1
84
4
71
47
62
58
12
41
4
86
11
34
58
8
71
10
1
2
30
58
62
22
9
4
3
77
4
7
2
3
7
5
1
8
12
5
8
6
1
2
2
13
5
3
2
4
2
71
7
3
13
2
11
4
26
30
71
71
2
8
2
1
3
1
5
3
2
2
1
1
2
1
4
2
2
2
9
3
4
3
1
60
6
2
65
23
4
2
3
2
3
2
2
5
8
4
19
11
30
5
7
9
22
2
7
30
71
3
9
5
37
2
13
27
17
3
10
13
23
1
2
8
1
23
2
7
10
1
7
13
0
0
3
3
3
1
12
2
2
6
3
19
2
1
20
1
64
17
18
70
71
19
10
41
22
4
3
12
19
71
29
65
64
30
3
19
56
15
21
71
14
30
3
5
1
9
4
3
1
23
71
8
71
5
2
0
0
1
0
0
2
1
1
1
5
9
71
2
11
13
10
18
56
71
71
71
15
2
1
4
1
3
3
2
4
2
1
71
10
16
23
2
1
2
1
96
71
71
6
19
3
71
10
71
71
32
62
1
3
71
7
71
54
3
1
97
2
2
6
1
5
3
2
2
2
1
71
19
56
4
9
25
3
15
62
42
13
46
71
71
40
20
36
15
1
1
1
5
42
15
65
42
27
2
6
6
17
72
32
71
71
76
10
32
26
59
8
16
2
10
71
71
71
71
69
31
4
17
3
3
16
4
34
40
71
71
71
71
68
87
70
43
1
71
13
71
71
18
71
71
67
59
5
4
9
71
3
2
2
1
2
3
16
4
13
1
10
34
71
11
4
71
71
71
2
1
8
51
54
71
3
2
4
6
2
1
4
5
10
11
62
4
1
35
71
70
6
1
6
15
1
4
21
10
71
70
26
33
1
6
17
72
19
65
22
71
71
71
71
72
70
26
71
66
12
71
16
54
71
5
71
66
16
3
10
22
1
2
10
20
91
70
73
25
26
71
71
71
71
71
5
27
44
71
71
19
27
71
0
33
27
56
24
79
23
83
71
13
71
42
36
71
64
1
8
5
5
1
5
56
90
23
1
1
1
21
2
1
1
42
71
71
71
8
18
71
34
68
69
71
14
4
16
2
71
12
76
71
71
4
59
21
71
17
61
69
71
26
71
30
2
71
71
6
71
1
3
20
71
10
10
24
71
71
71
22
1
22
36
49
70
4
10
28
5
28
5
28
71
8
14
19
40
2
11
2
3
71
71
47
71
71
59
71
71
63
76
48
61
16
70
8
20
8
23
35
31
71
71
35
2
9
91
71
9
71
71
71
96
2
71
71
91
99
71
41
1
71
61
0
80
71
71
71
31
71
71
71
2
1
71
13
63
68
71
8
7
6
61
71
71
71
8
27
71
68
71
4
82
81
77
20
71
74
71
61
55
67
71
49
10
28
69
27
2
1
41
71
71
45
8
12
77
71
4
83
71
25
54
71
71
28
71
55
71
71
45
71
7
45
71
3
71
13
71
71
71
36
22
60
10
7
10
41
7
36
3
71
6
71
23
71
71
1
44
2
71
51
5
6
3
52
25
36
71
71
71
71
71
58
13
17
71
43
54
96
43
71
71
44
5
48
56
6
71
59
8
40
1
25
22
62
64
71
71
71
23
22
71
35
51
31
92
8
2
7
71
29
29
96
71
21
1
73
79
21
62
12
1
71
71
58
32
8
2
67
71
71
71
71
71
1
2
71
20
50
6
9
21
5
71
71
20
71
92
15
1
23
2
6
9
71
48
66
80
70
1
19
70
72
2
71
13
71
34
70
71
89
17
71
71
71
71
20
43
28
71
71
27
71
26
30
63
71
15
71
13
52
71
71
13
6
15
26
6
50
17
71
14
71
71
71
71
31
79
14
9
62
48
61
15
94
66
71
65
24
44
56
49
6
34
19
71
71
45
71
71
71
70
29
62
21
9
71
33
25
54
71
42
71
65
28
64
8
0
10
12
17
20
69
41
42
90
71
4
31
39
8
59
45
8
18
25
56
37
18
29
54
21
71
19
52
45
16
60
65
13
74
61
71
17
96
71
45
67
28
23
10
4
59
50
71
12
49
62
8
10
8
25
71
52
44
71
20
71
17
3
29
14
6
24
27
39
32
56
12
59
32
12
5
10
71
71
71
7
71
32
71
71
31
9
6
6
2
45
71
35
71
59
9
68
19
29
21
42
71
43
34
24
34
33
67
10
71
23
22
19
71
46
21
7
24
32
43
71
63
4
29
33
5
9
41
1
13
47
40
10
2
48
3
8
57
15
86
38
43
39
50
21
36
71
31
60
1
3
25
2
1
1
14
8
4
1
4
10
1
4
39
71
27
18
21
37
2
71
17
9
29
30
36
21
50
29
25
18
14
1
16
7
17
25
22
11
5
12
13
72
3
8
47
46
8
1
30
7
36
13
8
13
1
52
71
12
5
1
22
95
36
71
6
26
13
52
7
32
10
17
71
71
68
3
5
4
25
14
17
19
39
10
75
2
74
8
3
39
85
58
65
90
71
34
30
43
61
71
2
33
10
15
5
66
71
6
8
71
5
71
43
85
71
30
71
9
4
3
71
27
15
17
45
13
87
43
71
43
71
20
42
30
69
62
34
49
74
39
24
11
14
28
40
21
10
22
75
1
74
56
43
14
29
81
54
71
31
80
66
14
82
5
3
28
28
86
46
19
71
